hospital_id,hospital_name,country,city,region,month,year,total_admissions,heart_failure_cases,mortality_rate_30day,mortality_rate_90day,mortality_rate_inhospital,readmission_rate_30day,avg_length_of_stay_days,complication_rate,hf_mortality_rate,hf_readmission_rate,hf_avg_los
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,12,2024,1717,122,2.6,4.3,2.0,13.1,5.7,9.5,7.2,19.0,8.4
H027,Hospital San José,Colombia,Bogotá,Cundinamarca,1,2025,1693,119,2.2,3.8,1.7,11.9,5.3,8.5,6.4,17.3,7.6
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,1,2024,612,41,5.6,8.9,4.6,23.1,9.2,20.3,13.5,33.5,13.6
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,2,2024,596,40,5.3,8.6,4.4,22.4,8.9,19.6,13.0,32.4,13.2
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,3,2024,625,42,5.8,9.2,4.8,23.8,9.5,21.0,14.0,34.6,14.1
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,4,2024,616,42,5.7,9.0,4.7,23.4,9.3,20.6,13.7,34.0,13.8
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,5,2024,621,42,5.7,9.1,4.7,23.6,9.4,20.8,13.8,34.3,13.9
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,6,2024,604,41,5.5,8.7,4.5,22.8,9.1,19.9,13.2,32.9,13.4
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,7,2024,623,42,5.8,9.2,4.8,23.7,9.5,20.9,13.9,34.5,14.0
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,8,2024,614,41,5.6,8.9,4.6,23.2,9.2,20.4,13.6,33.6,13.7
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,9,2024,608,41,5.5,8.8,4.5,22.9,9.1,20.1,13.4,33.2,13.5
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,10,2024,619,42,5.7,9.0,4.7,23.5,9.4,20.7,13.8,34.2,13.9
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,11,2024,613,41,5.6,8.9,4.6,23.2,9.2,20.3,13.5,33.6,13.6
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,12,2024,627,43,5.9,9.3,4.9,24.0,9.6,21.2,14.1,34.8,14.2
H028,Hospital Escuela Dr. Roberto Calderón,Nicaragua,Managua,Managua Department,1,2025,618,42,5.3,8.4,4.2,21.8,8.7,19.2,12.7,31.9,13.0
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,1,2024,1534,108,2.6,4.5,2.1,13.2,5.7,10.0,7.2,19.5,8.2
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,2,2024,1496,105,2.5,4.3,2.0,12.8,5.6,9.6,6.9,18.9,7.9
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,3,2024,1567,110,2.7,4.6,2.2,13.6,5.9,10.4,7.5,20.2,8.5
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,4,2024,1544,109,2.6,4.5,2.1,13.4,5.8,10.2,7.3,19.8,8.3
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,5,2024,1556,109,2.7,4.6,2.2,13.5,5.8,10.3,7.4,20.0,8.4
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,6,2024,1517,107,2.5,4.4,2.1,13.0,5.7,9.8,7.1,19.2,8.1
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,7,2024,1562,110,2.7,4.6,2.2,13.6,5.9,10.3,7.4,20.1,8.4
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,8,2024,1540,108,2.6,4.5,2.1,13.3,5.7,10.1,7.3,19.7,8.3
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,9,2024,1527,108,2.6,4.4,2.1,13.1,5.7,9.9,7.2,19.4,8.2
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,10,2024,1553,109,2.6,4.5,2.1,13.4,5.8,10.2,7.4,19.9,8.4
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,11,2024,1536,108,2.6,4.5,2.1,13.3,5.7,10.0,7.2,19.6,8.2
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,12,2024,1570,111,2.8,4.7,2.2,13.7,5.9,10.5,7.6,20.3,8.6
H029,Hospital General de Zona No. 1,Mexico,Tijuana,Baja California,1,2025,1547,109,2.4,4.2,1.9,12.5,5.5,9.4,6.8,18.6,7.8
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,1,2024,1789,126,1.7,2.9,1.3,10.1,4.5,6.4,4.7,14.2,6.5
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,2,2024,1746,123,1.6,2.8,1.2,9.8,4.4,6.2,4.5,13.7,6.3
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,3,2024,1827,129,1.8,3.0,1.3,10.4,4.6,6.6,4.9,14.7,6.7
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,4,2024,1800,127,1.7,2.9,1.3,10.2,4.5,6.5,4.8,14.4,6.6
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,5,2024,1813,128,1.7,3.0,1.3,10.3,4.6,6.5,4.8,14.5,6.6
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,6,2024,1767,125,1.6,2.8,1.2,9.9,4.5,6.3,4.6,13.9,6.4
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,7,2024,1822,128,1.8,3.0,1.3,10.4,4.6,6.6,4.9,14.6,6.7
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,8,2024,1796,126,1.7,2.9,1.3,10.2,4.5,6.4,4.7,14.3,6.5
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,9,2024,1780,125,1.7,2.9,1.2,10.0,4.5,6.3,4.7,14.0,6.4
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,10,2024,1809,127,1.7,2.9,1.3,10.3,4.6,6.5,4.8,14.5,6.6
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,11,2024,1791,126,1.7,2.9,1.3,10.1,4.5,6.4,4.7,14.2,6.5
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,12,2024,1830,130,1.8,3.1,1.4,10.5,4.7,6.7,5.0,14.8,6.8
H030,Hospital Universitario San Ignacio,Colombia,Bogotá,Cundinamarca,1,2025,1803,127,1.5,2.7,1.1,9.5,4.3,6.0,4.4,13.4,6.2
